ID,link id,advert title,Url,city,phones,description text,images,address,timetable,website address
11,94315297,Автоимперия «8-я Миля»,https://kolesa.kz/a/show/94315297,Алматы,['+7 777 269 0503'],                      Описание                                                              С нами легко и просто                                      ,['no images'],Диваева 33,"10:00 - 19:00 Пн - Сб
Воскресенье - выходной
",No such data
12,108788386,CHEVROLET — автоцентр ТОО «ИЛЬБЕРС»,https://kolesa.kz/a/show/108788386,Семей,"['+7 778 470 4525', '+7 708 367 5571', '+7 778 351 7371', '+7 777 744 8434', '+7 700 793 9327']","                      Описание                                                              Компания ТОО Ильберс является единственным официальным дилером марки Chevrolet и JAC в г. Семей   ПРОДАЖА АВТОМОБИЛЕЙ:   — Chevrolet Cobalt   — Chevrolet Nexia   — Chevrolet Malibu   — Chevrolet Tracker   — Chevrolet Trailblazer   — Chevrolet Tahoe   — Chevrolet Damas   — Chevrolet LABO   — JAC S3   — JAC S5   — JAC J7   — JAC T6   — Ravon Nexia R3   ПРОДАЖА ЗАПЧАСТЕЙ И АКСЕССУАРОВ   НА АВТОМОБИЛИ РАСПРОСТРАНЯЮТСЯ ПРОГРАММЫ:   — Автокредитование под сниженные процентные ставки   — Автострахование   Наша компания имеет собственный склад запасных частей, а также занимается поставкой запасных частей под заказ.  Мы зарекомендовали себя на рынке автомобильных услуг как надежный и перспективный дилерский центр.  Гарантия на автомобиль составляет 3 года или 100 000 км.   Основные преимущества сотрудничества с нами:   — Гарантия и качество   — Удобство и выгода   — Индивидуальный подход и лояльность к нашим клиентам   — Собственный склад запасных чаcтей   — Квалифицированный персонал                                      ",['no images'],"ул. К.Бозтаева, 75","09:00 - 19:00 Пн - Пт
10:00 - 17:00 Сб - Вс
",No such data
13,25663874,ТОО Вираж,https://kolesa.kz/a/show/25663874,Актау,"['+7 7292 40 03 78', '+7 702 376 4117', '+7 707 240 0277', '+7 705 557 0728']","                      Описание                                                              Спасибо большое, что Вы посетили нашу страницу!  Для тех кому нужен грузовой или пассажирский транспорт, легковой автомобиль или специальная техника для бизнеса.  Главными направлениями нашего бизнеса являются поставка по эксклюзивным контрактам с Горьковского автозавода автомашин марки ГАЗ Бизнес, ГАЗ Next, Газон Next, Соболь Бизнес. С Ульяновского автозавода автомашин марки УАЗ грузо-пассажирские, УАЗ Профи, УАЗ Patriot, Pickup.  Развитая филиальная сеть обеспечивает поставку в любую точку Казахстана!  Гарантийное и техническое обслуживание продаваемой техники!  Установка Газобалонного оборудования! Холодильного оборудования! Кондиционеры!  Запчасти от заводов производителей!  Продажа любых автомашин на условиях кредита и лизинга!  Участвуем в тендерах!  Кредит с первоначальным взносом от 10% на автомашины ГАЗ, УАЗ.  Лизинг от компании Вираж, без подтверждения заработка, без дополнительно залога, 40% первоначальный взнос.  Варианты оплаты наличный безналичный, кредит, рассрочка.  В удобное для Вас время Звоните! Приходите! Пишите!                                      ",['no images'],"мкр Шыгыс-1, автосалон Вираж","09:00 - 18:00 Пн - Пт
09:00 - 15:00 Сб
Воскресенье - выходной
",No such data
14,22542158,Hyundai на Кабанбай Батыра,https://kolesa.kz/a/show/22542158,Нур-Султан (Астана),"['+7 701 098 5946', '+7 701 084 4913', '+7 701 081 5814', '+7 701 031 8677', '+7 701 766 0783']","                      Описание                                                              — Льготное Кредитование ПОД 4%  Hyundai на Кабанбай-Батыра официальный дилерский центр в г. Астана, который входит в состав компании Astana Motors и работает по принципу 3s:  Sales (продажа автомобилей), Service (сервисное обслуживание), Spare parts (продажа оригинальных запчастей).  Рады Вам сообщить о программе Trade-IN (обмен Вашего любого автомобиля на новый Hyunda с выгодой до 814 500).  При государственной поддержке отечественных производителей действует программа льготного кредитования автомобилей казахстанского производства по кредитной ставке — 4% годовых! Успейте купить свой автомобиль!  Автомобиль можно приобрести: по программе Hyundai Finance c выгодой до 7% — за наличный расчет — по программе льготного кредитования под 4% годовых, первоначальный взнос от 10% без ограничений и сроком до 7 лет — по программе ""рассрочка"" от Евразийского банка — по программе стандартного автокредитования — в лизинг — по программе Trade-In  В автосалоне Вы можете оформить страховой полис ОГПО и Каско.  Различные предложения от нескольких банков партнеров!  В автоцентре представлен весь модельный ряд автомобилей Hyundai: — Accent, Elantra, Tucson, Santa Fe, Sonata, H-1, Creta — Коммерческая техника: автобусы от 16 до 43 пассажирских мест и транспорт грузоподъемностью от 1 до 20 тонн (возможность приобретения по государственной программе «льготный лизинг» от 3% годовых) Сервис центр принимает на техническое обслуживание все автомобили — независимо от места и времени приобретения авто.  Для клиентов сервиса у нас всегда подготовлены приятные сюрпризы в виде ски и бонусов.                                      ",['no images'],"пр. Кабанбай батыра, 39","09:00 - 20:00 Пн - Вс
",No such data
15,102146686,Тойота Центр Атырау,https://kolesa.kz/a/show/102146686,Атырау,"['+7 775 030 3303', '+7 7122 30 33 03']","                      Описание                                                              Тойота Центр Атырау предлагает вам продажу и покупку автомобилей по программе Trade-in. Замена автомобиля с пробегом на новую Тойоту или Лексус возможна сегодня и без ограничений для Вас.  Программой могут воспользоваться как физические так и юридические лица!   Мы готовы предложить Вам:  Обмен вашего автомобиля на новый или автомобиль с пробегом, с гарантией предоставления самой полной информации об автомобилях и юридической чистоты сделки.  Кредит на новый автомобиль Тойота или Лексус, при котором вместо первоначального взноса мы примем Ваш автомобиль.  Кредит на Автомобиль с пробегом по самым выгодным условиям.   Выставление Вашего автомобиля для его комиссионной продажи на площадке нашего автоцентра, с гарантией нашего полноценного обслуживания сделки и полной дискретности информации.  Мы работаем для Вас БЕЗ выходных с 9: 00 до 21: 00. Будьте очень внимательны при заезде со стороны города на U образном повороте и не нарушайте правил дорожного движения!  Всегда Ваш!  Тойота Центр Атырау!                                      ",['no images'],проспект Абылхайыр хана 94,"09:00 - 21:00 Пн - Вс
",No such data
16,94727413,Hyundai Center Pavlodar — Коммерческая техника,https://kolesa.kz/a/show/94727413,Павлодар,['+7 777 600 6701'],"                      Описание                                                              Hyundai Center Pavlodar — официальный Дилер по продажам и обслуживанию коммерческой техники Hyundai. Представляем Вашему вниманию грузовой автотранспорт!   Мы рады предложить Вам следующие услуги:   1. Продажа коммерческой техники марки Hyundai.  Автомобили в нашем автосалоне можно оформить в лизинг, БРК лизинг для юр. Лиц, а также с НДС и без НДС.   2. Trade In система обмена Вашего автомобиля на коммерческую технику Hyundai либо на наш автомобиль с пробегом, в не зависимости от года выпуска и марки.   3. Качественный ремонт коммерческой техники Hyundai, а также любой другой марки. Ремонт и запасные части можно оформить в рассрочку сроком до 10 месяцев на физ. Лицо.   4. Продажа оригинальных запасных частей как на Hyundai так и на другие марки автомобилей.   5. Продажа Автомобилей с пробегом, которые полностью прошли комплексную диагностику. Данные автомобили можно приобрести как в кредит так и в рассрочку, а также без первоначального взноса, в зависимости от модели и года выпуска.   Ждем Вас в нашем Автосалоне 7 дней в неделю без перерывов и выходных.   Продажа в лизинг по самым выгодным условиям, со ставкой 3% по льготной гос. Программе.   При покупке напрямую у отечественного автопроизводителя Покупатель не оплачивает НДС, что на 12% дешевле от установленной цены на рынке.   Заводская гарантия!   Полная техническая поддержка по РК, склад запасных частей.  Звоните, будем рады ответить на Ваши вопросы.                                      ",['no images'],Промышленная зонаул. Центральная,"09:00 - 18:00 Пн - Вс
",No such data
17,13189676,Тойота Центр Астана,https://kolesa.kz/a/show/13189676,Нур-Султан (Астана),"['+7 7172 27 02 00', '+7 701 631 2342']","                      Описание                                                              «Тойота Центр Астана Моторс» — первый официальный дилерский центр Toyota в Астане.   В нашем автосалоне Вы можете приобрести новые автомобили, а также автомобили с пробегом (Trade-in) в рассрочку или по программе льготного кредитования Toyota Finance.   В автосалоне представлен весь модельный ряд Toyota: Corolla, Camry 70, C-HR, RAV4, Highlander, Land Cruiser Prado, Land Cruiser 200, Hilux. Также Вы можете приобрести автомобили с пробегом любых марок.   Мы работаем для Вас ежедневно с 08: 00 до 20: 00 часов.                                      ",['no images'],"пр. Ш. Құдайбердіұлы, 6","08:00 - 20:00 Пн - Вс
",No such data
18,25960336,ДЦ Subaru Zhayik Motors,https://kolesa.kz/a/show/25960336,Уральск,['+7 771 731 0622'],"                      Описание                                                              ГК Zhayik Motors официальный Дилер ""Subaru"" по Западному-казахстану. Автомобили обеспечены гарантией ""Subaru Kazakhstan"" в течение 3-лет или 100 000 тыс. Пробега. Наши автомобили собраны в Японии! Subaru Kazakhstan совместно с МФО «МК-Финанс» подготовили для Вас специальные предложения по программам «рассрочка» выгодного кредитования новых автомобилей Subaru без комиссии за организацию.                                      ",['no images'],"ул. Джамбула, 253Б.","09:00 - 18:00 Пн - Пт
09:00 - 16:00 Сб - Вс
",No such data
19,35124151,"""БИПЭК ПАРТНЕР - Автомобили с пробегом""",https://kolesa.kz/a/show/35124151,Кызылорда,"['+7 708 125 3057', '+7 777 561 0055']","                      Описание                                                              Бипэк Партнер — Ваш надежный партнер на рынке автомобилей с пробегом.   Бипэк Партнер предлагает своим клиентам особые условия по программе Trade IN при покупке нового автомобиля с выгодой до 250 000 тг. За один рабочий день мы произведем оценку и обмен Вашего автомобиля на новый. При этом, мы сэкономим Ваше время на сопутствующие процедуры по продаже авто.  Наши преимущества:   — Самая быстрая профессиональная оценка авто по Казахстану   — Оперативный выкуп автомобилей за наличные   — Поможем продать Ваш автомобиль в кратчайшие сроки и по Вашей цене   — Полная диагностика на современном оборудовании   — Весь спектр услуг по кредитованию   — Широкий выбор проверенных автомобилей с пробегом, с возможностью тест-драйва   — Индивидуальный подход наших специалистов   — Юридическая и финансовая чистота сделки гарантированы   — Возможен обмен не только на новый, но и на любой автомобиль с пробегом. На более дорогую, на равноценную, на более дешевую с нашей доплатой.   С нами вы экономите Время, Силы, Деньги                                      ",['no images'],"ул. Мустафа Шокай, 246","09:00 - 18:00 Пн - Вс
",No such data
20,103102162,Hyundai Qalqaman Trade IN Автомобили с пробегом,https://kolesa.kz/a/show/103102162,Алматы,"['+7 727 330 7525', '+7 701 309 4307']","                      Описание                                                              Автосалон «Hyundai Qalqaman» — официальный дилерский центр в удобном для Вас расположении, построенный по новейшему стандарту представления бренда Hyundai — GDSI.  Основные ценности программы Modern Premium экологичность и технологичность. Концепция GDSI (Global Dealership Space Identity) служит воплощением основных ценностей Modern Premium при создании автосалона и построении процесса продаж. Автосалон «Hyundai Premium Batys» и находит всецелое отображение в архитектурном стиле автосалона в Алматы. В просторном, стильном и изысканном шоуруме автосалона представлен весь модельный ряд автомобилей Hyundai, поставляемых в казахстан, а также здесь можно выбрать оригинальные запасные части и аксессуары  Будем рады видеть «Hyundai Qalqaman» рад предложить Вам возможность обмен Ваш автомобиль с пробегом на Новый, при помощи программы Trade — IN.  Широкий ассортимент новых автомобилей Hyundai позволит Вам выбрать тот автомобиль, который подойдет именно Вам.  Наша программа ориентирована именно на Вас и дает возможность простоты, оперативности и прозрачности нашей работы. Освободит Вас от сложных операций по поиску клиентов, осуществления смотрин, ведения переговоров, предоставляя возможность безопасности юридической сделки.  Квалифицированные специалисты помогут подобрать Ваш новый автомобиль и на выгодных для Вас условиях предложат сумму доплаты при сдаче старого.                                      ",['no images'],пр. Раймбека 521/2,"08:00 - 19:00 Пн - Вс
",No such data
21,101765123,Volkswagen Centre Almaty-Автомобили с пробегом,https://kolesa.kz/a/show/101765123,Алматы,"['+7 727 351 1051', '+7 778 882 2992']","                      Описание                                                              Эксклюзивные условия в «Volkswagen Centre Almaty» Автомобили с пробегом!   Мы предлагаем уникальные условия покупки на новые автомобили «Volkswagen». Даже если у Вас есть предложение, которое кажется оптимальным, позвоните нам, и мы постараемся его улучшить.   Автомобили «Volkswagen» — это воплощение Вашего статуса и успеха. Поэтому высочайший уровень сервиса, Ваше удобство и доверие являются для нас не только абсолютным приоритетом, но и основой ежедневной работы. Мы будет рады предоставить исчерпывающую информацию об автомобилях и поможем подобрать именно Ваш Автомобиль с Пробегом на максимально удобных условиях.   До встречи в «Volkswagen Centre Almaty»!   Для Вас мы предоставляем:  * Обмен по программе Trade-IN  * Особые условия на покупку.  * Кредитные программы.  * Впечатляющий выбор автомобилей в наличии    Особые условия на покупку новых автомобилей а так же автомобилей с пробегом для вас:    — Скидка при покупке в Кредит от 50 000 до 1 000 000 тенге (в зависимости от модели).   — Скидка при Обмене на ваш автомобиль от 100 000 до 1 000 000 тенге (в зависимости от модели).   Проведена комплексная техническая диагностика и осмотр кузова.  Гарантия юридической чистоты.  Полная и прозрачная история владения автомобилем.    Приезжайте за своим новым автомобилем с пробегом!   Для Вас мы предоставляем:  * Обмен по программе Trade-IN на Ваших условиях.  * Особые условия на покупку.  * Кредитные программы.  * Впечатляющий выбор автомобилей в наличии                                      ",['no images'],улица Майлина 79,"09:00 - 20:00 Пн - Вс
",No such data
